scrip_code,isin,symbol,nse_symbol,company,group,market_cap_cr,market_cap_category,market_cap_date,macro_sector,sector,industry,basic_industry,primary_index,added_date,last_updated
500674,INE058A01010,SANOFI,SANOFI,Sanofi India Ltd,A,8236.45,Micro Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
500680,INE182A01018,PFIZER,PFIZER,Pfizer Ltd.,A,21158.33,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
500690,INE026A01025,GSFC,GSFC,Gujarat State Fertilizers & Chem.Ltd,A,6317.86,Micro Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,NIFTY 500,2026-03-13,2026-03-13
500696,INE030A01027,HINDUNILVR,HINDUNILVR,Hindustan Unilever Ltd.,A,508651.26,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,NIFTY FMCG,2026-03-13,2026-03-13
500710,INE133A01011,AKZOINDIA,AKZOINDIA,Akzo Nobel India Limited,A,13149.99,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,NIFTY 500,2026-03-13,2026-03-13
500770,INE092A01019,TATACHEM,TATACHEM,Tata Chemicals Ltd,A,17201.14,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,NIFTY 500,2026-03-13,2026-03-13
500790,INE239A01024,NESTLEIND,NESTLEIND,Nestle India Ltd.,A,237375.49,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,-,2026-03-13,2026-03-13
500800,INE192A01025,TATACONSUM,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,A,105264.23,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,-,2026-03-13,2026-03-13
500820,INE021A01026,ASIANPAINT,ASIANPAINT,Asian Paints Ltd.,A,211311.27,Large Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,NIFTY 500,2026-03-13,2026-03-13
500825,INE216A01030,BRITANNIA,BRITANNIA,Britannia Industries Ltd.,A,139679.52,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,NIFTY FMCG,2026-03-13,2026-03-13
500830,INE259A01022,COLPAL,COLPAL,Colgate-Palmolive (India) Ltd.,A,53407.1,Mid Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,NIFTY FMCG,2026-03-13,2026-03-13
500840,INE230A01023,EIHOTEL,EIHOTEL,EIH Ltd,A,20293.07,Small Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
500850,INE053A01029,INDHOTEL,INDHOTEL,Indian Hotels Co. Ltd,A,86978.83,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,NIFTY 500,2026-03-13,2026-03-13
500870,INE172A01027,CASTROLIND,CASTROLIND,Castrol India Ltd,A,18358.11,Small Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,NIFTY 500,2026-03-13,2026-03-13
500875,INE154A01025,ITC,ITC,ITC Ltd,A,380888.57,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,NIFTY 500,2026-03-13,2026-03-13
500877,INE438A01022,APOLLOTYRE,APOLLOTYRE,Apollo Tyres Ltd,A,25534.23,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,NIFTY AUTO,2026-03-13,2026-03-13
500878,INE482A01020,CEATLTD,CEATLTD,Ceat Ltd.,A,14581.04,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,NIFTY AUTO,2026-03-13,2026-03-13
500940,INE183A01024,FINPIPE,FINPIPE,Finolex Industries Ltd.,A,11345.42,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,NIFTY 500,2026-03-13,2026-03-13
501301,INE672A01026,TATAINVEST,TATAINVEST,Tata Investment Corporation Ltd.,A,32537.83,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
501423,INE151G01028,SHAILY,SHAILY,Shaily Engineering Plastics Ltd.,A,8802.93,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,-,2026-03-13,2026-03-13
501425,INE050A01025,BBTC,BBTC,The Bombay Burmah Trading Corporation Ltd.,A,10675.1,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,NIFTY 500,2026-03-13,2026-03-13
501455,INE224A01026,GREAVESCOT,GREAVESCOT,Greaves Cotton Ltd.,A,3274.52,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
502219,INE666D01022,BORORENEW,BORORENEW,BOROSIL RENEWABLES LIMITED,A,5731.62,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Glass - Industrial,-,2026-03-13,2026-03-13
502355,INE787D01026,BALKRISIND,BALKRISIND,Balkrishna Industries Ltd.,A,43695.48,Mid Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,NIFTY AUTO,2026-03-13,2026-03-13
502986,INE825A01020,VTL,VTL,Vardhman Textiles Limted,A,15491.55,Small Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
503100,INE211B01039,PHOENIXLTD,PHOENIXLTD,The Phoenix Mills Ltd.,A,55108.02,Mid Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
503310,INE665A01038,SWANCORP,SWANCORP,Swan Corp Limited,A,11021.14,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,-,2026-03-13,2026-03-13
503806,INE647A01010,SRF,SRF,SRF Ltd.,A,76616.92,Mid Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
503960,INE464A01036,BBL,BBL,Bharat Bijlee Ltd.,A,2657.02,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,NIFTY 500,2026-03-13,2026-03-13
504067,INE520A01027,ZENSARTECH,ZENSARTECH,Zensar Technologies Ltd.,A,12543.92,Small Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,NIFTY IT,2026-03-13,2026-03-13
504614,INE385C01021,SARDAEN,SARDAEN,Sarda Energy & Minerals Ltd,A,18998.64,Small Cap,2026-03-13,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,NIFTY METAL,2026-03-13,2026-03-13
504973,INE149A01033,CHOLAHLDNG,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,A,27658.68,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,-,2026-03-13,2026-03-13
505200,INE066A01021,EICHERMOT,EICHERMOT,Eicher Motors Ltd.,A,187790.02,Large Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,NIFTY AUTO,2026-03-13,2026-03-13
505255,INE541A01023,GMMPFAUDLR,GMMPFAUDLR,GMM Pfaudler Ltd.,A,3903.64,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
505283,INE811A01020,KIRLPNU,KIRLPNU,Kirloskar Pneumatic Co.Ltd.,A,7144.73,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,-,2026-03-13,2026-03-13
505533,INE274F01020,WESTLIFE,WESTLIFE,WESTLIFE FOODWORLD LIMITED,A,7017.91,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,-,2026-03-13,2026-03-13
505537,INE256A01028,ZEEL,ZEEL,Zee Entertainment Enterprises Ltd.,A,7754.27,Micro Cap,2026-03-13,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,NIFTY MEDIA,2026-03-13,2026-03-13
505700,INE205B01031,ELECON,ELECON,Elecon Engineering Co.Ltd.,A,8686.52,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
505714,INE524A01029,GABRIEL,GABRIEL,Gabriel India Ltd.,A,12374.93,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
505790,INE513A01022,SCHAEFFLER,SCHAEFFLER,Schaeffler India Limited,A,61716.5,Mid Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
506076,INE536A01023,GRINDWELL,GRINDWELL,Grindwell Norton Ltd.,A,16160.14,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
506222,INE189B01011,STYRENIX,STYRENIX,Styrenix Performance Materials Limited,A,3643.74,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,-,2026-03-13,2026-03-13
506285,INE462A01022,BAYERCROP,BAYERCROP,Bayer CropScience Limited.,A,20134.06,Small Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,-,2026-03-13,2026-03-13
506395,INE169A01031,COROMANDEL,COROMANDEL,Coromandel International Limited,A,59303.84,Mid Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,NIFTY 500,2026-03-13,2026-03-13
506401,INE288B01029,DEEPAKNTR,DEEPAKNTR,Deepak Nitrite Limited,A,20019.77,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
506590,INE602A01031,PCBL,PCBL,PCBL Chemical Limited,A,10532.99,Small Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,-,2026-03-13,2026-03-13
506655,INE659A01023,SUDARSCHEM,SUDARSCHEM,Sudarshan Chemical Indus. Ltd.,A,6449.72,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,-,2026-03-13,2026-03-13
506767,INE150B01039,ALKYLAMINE,ALKYLAMINE,Alkyl Amines Chemicals Ltd.,A,6516.78,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
506820,INE203A01020,ASTRAZEN,ASTRAZEN,AstraZeneca Pharma India Ltd.,A,21142.5,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
506943,INE572A01036,JBCHEPHARM,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Lt,A,33987.87,Mid Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
507205,INE133E01013,TI,TI,Tilaknagar Industries Ltd,A,10881.46,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,NIFTY 500,2026-03-13,2026-03-13
507685,INE075A01022,WIPRO,WIPRO,Wipro  Ltd.,A,210967.08,Large Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,NIFTY IT,2026-03-13,2026-03-13
507815,INE322A01010,GILLETTE,GILLETTE,Gillette India Ltd.,A,25729.29,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,NIFTY FMCG,2026-03-13,2026-03-13
507880,INE054A01027,VIPIND,VIPIND,V.I.P. Industries Ltd.,A,4844.66,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,-,2026-03-13,2026-03-13
508869,INE437A01024,APOLLOHOSP,APOLLOHOSP,Apollo Hospitals Enterprises Ltd.,A,107817.64,Large Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
509480,INE463A01038,BERGEPAINT,BERGEPAINT,Berger Paints India Ltd,A,48096.11,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,NIFTY 500,2026-03-13,2026-03-13
509488,INE371A01025,GRAPHITE,GRAPHITE,Graphite India Ltd.,A,12301.82,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
509496,INE686A01026,CEMPRO,CEMPRO,Cemindia Projects Limited,A,9439.73,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
509557,INE276A01018,GARFIBRES,GARFIBRES,GARWARE TECHNICAL FIBRES LIMITED,A,5932.13,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
509631,INE545A01024,HEG,HEG,HEG Ltd.,A,9761.77,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
509930,INE195A01028,SUPREMEIND,SUPREMEIND,Supreme Industries Ltd.,A,50100.67,Mid Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,NIFTY 500,2026-03-13,2026-03-13
511196,INE477A01020,CANFINHOME,CANFINHOME,Can Fin Homes Ltd.,A,11464.57,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
511218,INE721A01047,SHRIRAMFIN,SHRIRAMFIN,Shriram Finance Limited,A,189639.22,Large Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
511243,INE121A01024,CHOLAFIN,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,A,128152.26,Large Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
512070,INE628A01036,UPL,UPL,UPL Limited,A,51831.71,Mid Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,NIFTY 500,2026-03-13,2026-03-13
512179,INE805D01034,SUNTECK,SUNTECK,Sunteck Realty Ltd,A,4780.67,Micro Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
512455,INE281B01032,LLOYDSME,LLOYDSME,Lloyds Metals and Energy Limited,A,63529.42,Mid Cap,2026-03-13,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,-,2026-03-13,2026-03-13
512463,INE080I01025,LLOYDSENT,LLOYDSENT,LLOYDS ENTERPRISES LIMITED,A,7303.91,Micro Cap,2026-03-13,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,-,2026-03-13,2026-03-13
512573,INE871C01038,AVANTIFEED,AVANTIFEED,Avanti Feeds ltd.,A,16651.26,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,NIFTY 500,2026-03-13,2026-03-13
512599,INE423A01024,ADANIENT,ADANIENT,Adani Enterprises Ltd.,A,227748.71,Large Cap,2026-03-13,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,NIFTY 500,2026-03-13,2026-03-13
513023,INE725A01030,NAVA,NAVA,NAVA LIMITED,A,15879.2,Small Cap,2026-03-13,Utilities,Power,Power,Power Generation,-,2026-03-13,2026-03-13
513250,INE197A01024,JYOTISTRUC,JYOTISTRUC,Jyoti Structures Ltd.,A,1311.83,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
513375,INE120A01034,CARBORUNIV,CARBORUNIV,Carborundum Universal Ltd.,A,14551.49,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
513377,INE123F01029,MMTC,MMTC,MMTC Ltd.,A,8152.5,Micro Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Trading & Distributors,NIFTY 500,2026-03-13,2026-03-13
513599,INE531E01026,HINDCOPPER,HINDCOPPER,Hindustan Copper Ltd.,A,49289.21,Mid Cap,2026-03-13,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,NIFTY METAL,2026-03-13,2026-03-13
513683,INE589A01014,NLCINDIA,NLCINDIA,NLC India Limited,A,36926.13,Mid Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
514162,INE192B01031,WELSPUNLIV,WELSPUNLIV,WELSPUN LIVING LIMITED,A,10910.36,Small Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
514167,INE845D01014,GANECOS,GANECOS,Ganesha Ecosphere Limited,A,2057.93,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
515030,INE439A01020,ASAHIINDIA,ASAHIINDIA,Asahi India Glass Ltd.,A,21415.16,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
515055,INE242C01024,ANANTRAJ,ANANTRAJ,Anant Raj Limited,A,16710.89,Small Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
517146,INE228A01035,USHAMART,USHAMART,Usha Martin Ltd.,A,12610.21,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY METAL,2026-03-13,2026-03-13
517174,INE671A01010,HONAUT,HONAUT,Honeywell Automation India Ltd.,A,26789.81,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY AUTO,2026-03-13,2026-03-13
517271,INE292B01021,HBLENGINE,HBLENGINE,HBL ENGINEERING LIMITED,A,18573.45,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Other Industrial Products,-,2026-03-13,2026-03-13
517334,INE775A01035,MOTHERSON,MOTHERSON,Samvardhana Motherson International Limited,A,124274.26,Large Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
517354,INE176B01034,HAVELLS,HAVELLS,Havells India Limited,A,82534.46,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
517498,INE855C01023,WEBELSOLAR,WEBELSOLAR,Websol Energy System Limited,A,2276.19,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,NIFTY 500,2026-03-13,2026-03-13
517506,INE690A01028,TTKPRESTIG,TTKPRESTIG,TTK Prestige Ltd.,A,8008.89,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
517569,INE878B01027,KEI,KEI,KEI Industries Ltd.,A,39983.99,Mid Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Cables - Electricals,NIFTY 500,2026-03-13,2026-03-13
519552,INE978A01027,HERITGFOOD,HERITGFOOD,Heritage Foods Limited,A,2943.03,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,NIFTY FMCG,2026-03-13,2026-03-13
519600,INE421D01022,CCL,CCL,CCL Products (India) Ltd.,A,13925.63,Small Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,NIFTY FMCG,2026-03-13,2026-03-13
520056,INE105A01035,TVSHLTD,TVSHLTD,TVS Holdings Limited,A,28310.05,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,-,2026-03-13,2026-03-13
520111,INE703B01027,RATNAMANI,RATNAMANI,Ratnamani Metals & Tubes Ltd,A,16426.41,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY METAL,2026-03-13,2026-03-13
520113,INE386A01023,VESUVIUS,VESUVIUS,Vesuvius India Ltd.,A,9897.38,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,NIFTY METAL,2026-03-13,2026-03-13
521016,INE483B01026,ICIL,ICIL,Indo Count Industries Ltd,A,4703.79,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
521064,INE064C01022,TRIDENT,TRIDENT,Trident Ltd,A,11700.31,Small Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
521070,INE270A01029,ALOKINDS,ALOKINDS,Alok Industries Ltd.,A,6434.95,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-,2026-03-13,2026-03-13
521248,INE602G01020,KITEX,KITEX,Kitex Garmenets Ltd.,A,3297.74,Micro Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,NIFTY 500,2026-03-13,2026-03-13
522074,INE285A01027,ELGIEQUIP,ELGIEQUIP,Elgi Equipments Ltd.,A,15057.93,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
522113,INE325A01013,TIMKEN,TIMKEN,Timken India Ltd,A,26440.14,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
522205,INE074A01025,PRAJIND,PRAJIND,Praj Industries Ltd.,A,5745.08,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
522275,INE200A01026,GVTD,GVT&D,GE Vernova T&D India Limited,A,94737.22,Mid Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,-,2026-03-13,2026-03-13
522287,INE220B01022,KPIL,KPIL,KALPATARU PROJECTS INTERNATIONAL LIMITED,A,19210.2,Small Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
523025,INE429E01023,SAFARI,SAFARI,Safari Industries (India) Ltd.,A,7932.85,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,-,2026-03-13,2026-03-13
